ID,Timestamp,From MAC,To MAC,A,B,C,D,E,F
3857,2025-12-02 11:58:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1688,1632,1698,1,0,OK
3856,2025-12-02 11:58:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1685,1640,1710,1,0,OK
3855,2025-12-02 11:58:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1639,1605,1749,1,0,OK
3854,2025-12-02 11:58:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1608,1577,1777,1,0,OK
3853,2025-12-02 11:58:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1599,1535,1770,1,0,OK
3852,2025-12-02 11:58:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1490,1468,1786,1,0,OK
3851,2025-12-02 11:58:44,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1416,1434,1789,1,0,OK
3850,2025-12-02 11:58:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1440,1464,1800,1,0,OK
3849,2025-12-02 11:58:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1438,1441,1789,1,0,OK
3848,2025-12-02 11:58:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1454,1444,1796,1,0,OK
3847,2025-12-02 11:58:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1440,1449,1792,1,0,OK
3846,2025-12-02 11:58:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1438,1433,1800,1,0,OK
3845,2025-12-02 11:58:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1448,1444,1795,1,0,OK
3844,2025-12-02 11:58:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1457,1453,1800,1,0,OK
3843,2025-12-02 11:58:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1431,1435,1792,1,0,OK
3842,2025-12-02 11:58:43,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1437,1435,1795,1,0,OK
3841,2025-12-02 11:58:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1436,1451,1778,1,0,OK
3840,2025-12-02 11:58:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1403,1423,1785,1,0,OK
3839,2025-12-02 11:58:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1408,1420,1776,1,0,OK
3838,2025-12-02 11:58:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1368,1402,1774,1,0,OK
3837,2025-12-02 11:58:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1416,1445,1787,1,0,OK
3836,2025-12-02 11:58:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1420,1444,1798,1,0,OK
3835,2025-12-02 11:58:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1458,1479,1802,1,0,OK
3834,2025-12-02 11:58:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1441,1456,1807,1,0,OK
3833,2025-12-02 11:58:42,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1458,1482,1793,1,0,OK
3832,2025-12-02 11:58:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1501,1516,1785,1,0,OK
3831,2025-12-02 11:58:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1514,1525,1792,1,0,OK
3830,2025-12-02 11:58:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1564,1551,1766,1,0,OK
3829,2025-12-02 11:58:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1622,1599,1747,1,0,OK
3828,2025-12-02 11:58:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1657,1644,1695,1,0,OK
3827,2025-12-02 11:58:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1669,1638,1701,1,0,OK
3826,2025-12-02 11:58:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1683,1652,1696,1,0,OK
3825,2025-12-02 11:58:41,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1677,1652,1698,1,0,OK
3824,2025-12-02 11:58:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1682,1654,1680,1,0,OK
3823,2025-12-02 11:58:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1691,1655,1692,1,0,OK
3822,2025-12-02 11:58:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1700,1658,1685,1,0,OK
3821,2025-12-02 11:58:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1682,1652,1691,1,0,OK
3820,2025-12-02 11:58:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1662,1630,1704,1,0,OK
3819,2025-12-02 11:58:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1615,1610,1736,1,0,OK
3818,2025-12-02 11:58:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1629,1622,1750,1,0,OK
3817,2025-12-02 11:58:40,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1621,1609,1765,1,0,OK
3816,2025-12-02 11:58:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1583,1583,1778,1,0,OK
3815,2025-12-02 11:58:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1509,1493,1792,1,0,OK
3814,2025-12-02 11:58:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1404,1422,1781,1,0,OK
3813,2025-12-02 11:58:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1391,1430,1780,1,0,OK
3812,2025-12-02 11:58:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1356,1427,1774,1,0,OK
3811,2025-12-02 11:58:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1379,1387,1769,1,0,OK
3810,2025-12-02 11:58:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1388,1437,1775,1,0,OK
3809,2025-12-02 11:58:39,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1371,1457,1771,1,0,OK
3808,2025-12-02 11:58:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1379,1433,1786,1,0,OK
3807,2025-12-02 11:58:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1357,1426,1770,1,0,OK
3806,2025-12-02 11:58:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1378,1441,1774,1,0,OK
3805,2025-12-02 11:58:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1381,1439,1778,1,0,OK
3804,2025-12-02 11:58:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1369,1439,1777,1,0,OK
3803,2025-12-02 11:58:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1408,1464,1779,1,0,OK
3802,2025-12-02 11:58:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1330,1393,1716,1,0,OK
3801,2025-12-02 11:58:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1182,1336,1674,1,0,OK
3800,2025-12-02 11:58:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1258,1365,1687,1,0,OK
3799,2025-12-02 11:58:38,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1262,1361,1683,1,0,OK
3798,2025-12-02 11:58:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1242,1367,1707,1,0,OK
3797,2025-12-02 11:58:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1310,1400,1739,1,0,OK
3796,2025-12-02 11:58:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1476,1479,1778,1,0,OK
3795,2025-12-02 11:58:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1516,1498,1801,1,0,OK
3794,2025-12-02 11:58:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1624,1545,1789,1,0,OK
3793,2025-12-02 11:58:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1679,1564,1763,1,0,OK
3792,2025-12-02 11:58:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1712,1588,1726,1,0,OK
3791,2025-12-02 11:58:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1768,1604,1691,1,0,OK
3790,2025-12-02 11:58:37,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1809,1669,1648,1,0,OK
3789,2025-12-02 11:58:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1798,1666,1607,1,0,OK
3788,2025-12-02 11:58:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1782,1658,1588,1,0,OK
3787,2025-12-02 11:58:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1745,1632,1586,1,0,OK
3786,2025-12-02 11:58:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1701,1582,1619,1,0,OK
3785,2025-12-02 11:58:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1717,1633,1650,1,0,OK
3784,2025-12-02 11:58:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1729,1628,1682,1,0,OK
3783,2025-12-02 11:58:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1689,1600,1704,1,0,OK
3782,2025-12-02 11:58:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1571,1631,1748,1,0,OK
3781,2025-12-02 11:58:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2816,2833,2822,1,0,OK
3780,2025-12-02 11:58:36,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,2593,2460,2612,1,0,OK
3779,2025-12-02 11:58:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1512,1567,1778,1,0,OK
3778,2025-12-02 11:58:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1454,1458,1783,1,0,OK
3777,2025-12-02 11:58:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1404,1441,1780,1,0,OK
3776,2025-12-02 11:58:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1453,1479,1808,1,0,OK
3775,2025-12-02 11:58:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1294,1298,1704,1,0,OK
3774,2025-12-02 11:58:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1224,1287,1644,1,0,OK
3773,2025-12-02 11:58:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1264,1334,1653,1,0,OK
3772,2025-12-02 11:58:35,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1271,1327,1662,1,0,OK
3771,2025-12-02 11:58:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1282,1350,1660,1,0,OK
3770,2025-12-02 11:58:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1297,1351,1675,1,0,OK
3769,2025-12-02 11:58:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1314,1323,1685,1,0,OK
3768,2025-12-02 11:58:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1328,1307,1692,1,0,OK
3767,2025-12-02 11:58:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1341,1322,1691,1,0,OK
3766,2025-12-02 11:58:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1324,1294,1708,1,0,OK
3765,2025-12-02 11:58:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1409,1351,1755,1,0,OK
3764,2025-12-02 11:58:34,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1444,1399,1764,1,0,OK
3763,2025-12-02 11:58:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1451,1405,1782,1,0,OK
3762,2025-12-02 11:58:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1427,1349,1757,1,0,OK
3761,2025-12-02 11:58:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1466,1393,1778,1,0,OK
3760,2025-12-02 11:58:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1492,1426,1798,1,0,OK
3759,2025-12-02 11:58:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1479,1424,1788,1,0,OK
3758,2025-12-02 11:58:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1476,1405,1792,1,0,OK
3757,2025-12-02 11:58:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1493,1415,1799,1,0,OK
3756,2025-12-02 11:58:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1483,1412,1792,1,0,OK
3755,2025-12-02 11:58:33,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1483,1424,1791,1,0,OK
3754,2025-12-02 11:58:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1493,1437,1795,1,0,OK
3753,2025-12-02 11:58:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1507,1458,1803,1,0,OK
3752,2025-12-02 11:58:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1492,1444,1800,1,0,OK
3751,2025-12-02 11:58:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1505,1453,1810,1,0,OK
3750,2025-12-02 11:58:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1487,1453,1795,1,0,OK
3749,2025-12-02 11:58:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1498,1460,1805,1,0,OK
3748,2025-12-02 11:58:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1480,1444,1799,1,0,OK
3747,2025-12-02 11:58:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1498,1445,1799,1,0,OK
3746,2025-12-02 11:58:32,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1494,1460,1812,1,0,OK
3745,2025-12-02 11:58:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1476,1455,1800,1,0,OK
3744,2025-12-02 11:58:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1484,1444,1817,1,0,OK
3743,2025-12-02 11:58:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1502,1461,1795,1,0,OK
3742,2025-12-02 11:58:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1503,1474,1804,1,0,OK
3741,2025-12-02 11:58:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1543,1578,1814,1,0,OK
3740,2025-12-02 11:58:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1546,1564,1803,1,0,OK
3739,2025-12-02 11:58:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1539,1583,1778,1,0,OK
3738,2025-12-02 11:58:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1551,1578,1778,1,0,OK
3737,2025-12-02 11:58:31,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1572,1581,1800,1,0,OK
3736,2025-12-02 11:58:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1575,1598,1779,1,0,OK
3735,2025-12-02 11:58:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1571,1589,1774,1,0,OK
3734,2025-12-02 11:58:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1558,1573,1770,1,0,OK
3733,2025-12-02 11:58:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1596,1607,1775,1,0,OK
3732,2025-12-02 11:58:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1570,1575,1783,1,0,OK
3731,2025-12-02 11:58:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1527,1545,1770,1,0,OK
3730,2025-12-02 11:58:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1480,1564,1802,1,0,OK
3729,2025-12-02 11:58:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1512,1524,1799,1,0,OK
3728,2025-12-02 11:58:30,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1508,1532,1791,1,0,OK
3727,2025-12-02 11:58:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1512,1528,1792,1,0,OK
3726,2025-12-02 11:58:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1478,1550,1799,1,0,OK
3725,2025-12-02 11:58:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1480,1512,1785,1,0,OK
3724,2025-12-02 11:58:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1487,1538,1800,1,0,OK
3723,2025-12-02 11:58:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1482,1535,1800,1,0,OK
3722,2025-12-02 11:58:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1475,1527,1807,1,0,OK
3721,2025-12-02 11:58:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1480,1536,1798,1,0,OK
3720,2025-12-02 11:58:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1481,1537,1795,1,0,OK
3719,2025-12-02 11:58:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1490,1534,1800,1,0,OK
3718,2025-12-02 11:58:29,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1475,1526,1800,1,0,OK
3717,2025-12-02 11:58:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1482,1534,1800,1,0,OK
3716,2025-12-02 11:58:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1483,1530,1795,1,0,OK
3715,2025-12-02 11:58:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1417,1665,1845,1,0,OK
3714,2025-12-02 11:58:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1480,1543,1800,1,0,OK
3713,2025-12-02 11:58:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1483,1545,1807,1,0,OK
3712,2025-12-02 11:58:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1465,1535,1792,1,0,OK
3711,2025-12-02 11:58:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1486,1538,1807,1,0,OK
3710,2025-12-02 11:58:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1486,1533,1801,1,0,OK
3709,2025-12-02 11:58:28,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1487,1541,1801,1,0,OK
3708,2025-12-02 11:58:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1474,1546,1807,1,0,OK
3707,2025-12-02 11:58:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1481,1528,1800,1,0,OK
3706,2025-12-02 11:58:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1475,1538,1797,1,0,OK
3705,2025-12-02 11:58:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1475,1542,1814,1,0,OK
3704,2025-12-02 11:58:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1479,1532,1821,1,0,OK
3703,2025-12-02 11:58:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1469,1531,1800,1,0,OK
3702,2025-12-02 11:58:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1476,1531,1800,0,0,OK
3701,2025-12-02 11:58:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1468,1532,1792,0,0,OK
3700,2025-12-02 11:58:27,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1480,1539,1806,0,0,OK
3699,2025-12-02 11:58:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1483,1531,1809,0,0,OK
3698,2025-12-02 11:58:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1475,1538,1798,0,0,OK
3697,2025-12-02 11:58:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1486,1560,1806,0,0,OK
3696,2025-12-02 11:58:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1497,1552,1810,0,0,OK
3695,2025-12-02 11:58:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1476,1531,1800,0,0,OK
3694,2025-12-02 11:58:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1469,1537,1802,0,0,OK
3693,2025-12-02 11:58:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1475,1529,1798,0,0,OK
3692,2025-12-02 11:58:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1475,1528,1805,0,0,OK
3691,2025-12-02 11:58:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1473,1524,1801,0,0,OK
3690,2025-12-02 11:58:26,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1469,1522,1792,0,0,OK
3689,2025-12-02 11:58:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1479,1539,1808,0,0,OK
3688,2025-12-02 11:58:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1472,1539,1804,0,0,OK
3687,2025-12-02 11:58:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1468,1553,1801,0,0,OK
3686,2025-12-02 11:58:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1466,1538,1795,0,0,OK
3685,2025-12-02 11:58:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1468,1543,1801,0,0,OK
3684,2025-12-02 11:58:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1466,1543,1806,0,0,OK
3683,2025-12-02 11:58:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1459,1528,1800,0,0,OK
3682,2025-12-02 11:58:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1461,1533,1793,0,0,OK
3681,2025-12-02 11:58:25,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1450,1534,1790,0,0,OK
3680,2025-12-02 11:58:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1484,1551,1800,0,0,OK
3679,2025-12-02 11:58:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1465,1543,1802,0,0,OK
3678,2025-12-02 11:58:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1464,1535,1789,0,0,OK
3677,2025-12-02 11:58:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1480,1560,1796,0,0,OK
3676,2025-12-02 11:58:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1464,1561,1800,0,0,OK
3675,2025-12-02 11:58:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1451,1570,1781,0,0,OK
3674,2025-12-02 11:58:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1490,1571,1821,0,0,OK
3673,2025-12-02 11:58:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1438,1578,1776,0,0,OK
3672,2025-12-02 11:58:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1456,1581,1791,0,0,OK
3671,2025-12-02 11:58:24,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1493,1636,1785,0,0,OK
3670,2025-12-02 11:58:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1471,1619,1788,0,0,OK
3669,2025-12-02 11:58:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1455,1607,1800,0,0,OK
3668,2025-12-02 11:58:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1448,1539,1767,0,0,OK
3667,2025-12-02 11:58:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1462,1624,1794,0,0,OK
3666,2025-12-02 11:58:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1477,1585,1789,0,0,OK
3665,2025-12-02 11:58:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1487,1605,1797,0,0,OK
3664,2025-12-02 11:58:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1487,1600,1790,0,0,OK
3663,2025-12-02 11:58:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1503,1612,1797,0,0,OK
3662,2025-12-02 11:58:23,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1512,1589,1801,0,0,OK
3661,2025-12-02 11:58:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1519,1598,1792,0,0,OK
3660,2025-12-02 11:58:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1511,1596,1789,0,0,OK
3659,2025-12-02 11:58:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1504,1578,1785,0,0,OK
3658,2025-12-02 11:58:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1525,1575,1800,0,0,OK
3657,2025-12-02 11:58:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1516,1573,1767,0,0,OK
3656,2025-12-02 11:58:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1509,1696,1795,0,0,OK
3655,2025-12-02 11:58:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1514,1609,1771,0,0,OK
3654,2025-12-02 11:58:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1516,1503,1736,0,0,OK
3653,2025-12-02 11:58:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1519,1670,1712,0,0,OK
3652,2025-12-02 11:58:22,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1535,1659,1728,0,0,OK
3651,2025-12-02 11:58:21,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1572,1749,1764,0,0,OK
3650,2025-12-02 11:58:21,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1567,1759,1770,0,0,OK
3649,2025-12-02 11:58:21,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1521,1733,1712,0,0,OK
3648,2025-12-02 11:58:21,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1524,1683,1733,0,0,OK
3647,2025-12-02 11:58:21,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1529,1712,1743,0,0,OK
3646,2025-12-02 11:58:21,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1543,1773,1802,0,0,OK
3645,2025-12-02 11:58:21,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1532,1683,1785,0,0,OK
3644,2025-12-02 11:58:21,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1521,1644,1807,0,0,OK
3643,2025-12-02 11:58:21,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1495,1654,1791,0,0,OK
3642,2025-12-02 11:58:20,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1494,1589,1803,0,0,OK
3641,2025-12-02 11:58:20,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1498,1468,1798,0,0,OK
3640,2025-12-02 11:58:20,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1487,1451,1785,0,0,OK
3639,2025-12-02 11:58:20,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1508,1504,1794,0,0,OK
3638,2025-12-02 11:58:20,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1528,1309,1714,0,0,OK
3637,2025-12-02 11:58:20,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1521,1664,1759,0,0,OK
3636,2025-12-02 11:58:20,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1576,1814,1743,0,0,OK
3635,2025-12-02 11:58:20,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1543,1713,1692,0,0,OK
3634,2025-12-02 11:58:20,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1575,1739,1705,0,0,OK
3633,2025-12-02 11:58:20,AA:BB:CC:DD:EE:FF,11:22:33:44:55:66,1595,1778,1741,0,0,OK
